Index;Stressor;Compartment;Unit;GWP
1654;Energy Carrier Net LOSS Electricity by Geothermal;Losses.and.energy.industry.own.use;TJ;0
1655;Energy Carrier Net LOSS Electricity by hydro;Losses.and.energy.industry.own.use;TJ;0
1656;Energy Carrier Net LOSS Electricity by nuclear;Losses.and.energy.industry.own.use;TJ;0
1657;Energy Carrier Net LOSS Electricity by petroleum and other oil derivatives;Losses.and.energy.industry.own.use;TJ;0
1658;Energy Carrier Net LOSS Electricity by solar photovoltaic;Losses.and.energy.industry.own.use;TJ;0
1659;Energy Carrier Net LOSS Electricity by solar thermal;Losses.and.energy.industry.own.use;TJ;0
1660;Energy Carrier Net LOSS Electricity by tide, wave, ocean;Losses.and.energy.industry.own.use;TJ;0
1661;Energy Carrier Net LOSS Electricity by wind;Losses.and.energy.industry.own.use;TJ;0
1662;Energy Carrier Net LOSS Electricity nec;Losses.and.energy.industry.own.use;TJ;0
1663;Energy Carrier Net LOSS Ethane;Losses.and.energy.industry.own.use;TJ;0
1664;Energy Carrier Net LOSS Food products nec;Losses.and.energy.industry.own.use;TJ;0
1665;Energy Carrier Net LOSS Food waste for treatment: incineration;Losses.and.energy.industry.own.use;TJ;0
1666;Energy Carrier Net LOSS Gas Coke;Losses.and.energy.industry.own.use;TJ;0
1667;Energy Carrier Net LOSS Gas Works Gas;Losses.and.energy.industry.own.use;TJ;0
1668;Energy Carrier Net LOSS Gas/Diesel Oil;Losses.and.energy.industry.own.use;TJ;0
1669;Energy Carrier Net LOSS Gasoline Type Jet Fuel;Losses.and.energy.industry.own.use;TJ;0
1670;Energy Carrier Net LOSS Heavy Fuel Oil;Losses.and.energy.industry.own.use;TJ;0
1671;Energy Carrier Net LOSS Intert/metal waste for treatment: incineration;Losses.and.energy.industry.own.use;TJ;0
1672;Energy Carrier Net LOSS Kerosene;Losses.and.energy.industry.own.use;TJ;0
1673;Energy Carrier Net LOSS Kerosene Type Jet Fuel;Losses.and.energy.industry.own.use;TJ;0
1674;Energy Carrier Net LOSS Lignite/Brown Coal;Losses.and.energy.industry.own.use;TJ;0
1675;Energy Carrier Net LOSS Liquefied Petroleum Gases (LPG);Losses.and.energy.industry.own.use;TJ;0
1676;Energy Carrier Net LOSS Lubricants;Losses.and.energy.industry.own.use;TJ;0
1677;Energy Carrier Net LOSS Manure (biogas treatment);Losses.and.energy.industry.own.use;TJ;0
1678;Energy Carrier Net LOSS Manure (conventional treatment);Losses.and.energy.industry.own.use;TJ;0
1679;Energy Carrier Net LOSS Motor Gasoline;Losses.and.energy.industry.own.use;TJ;0
1680;Energy Carrier Net LOSS Naphtha;Losses.and.energy.industry.own.use;TJ;0
1681;Energy Carrier Net LOSS Natural gas and services related to natural gas extraction, excluding surveying;Losses.and.energy.industry.own.use;TJ;0
1682;Energy Carrier Net LOSS Natural Gas Liquids;Losses.and.energy.industry.own.use;TJ;0
1683;Energy Carrier Net LOSS Non-specified Petroleum Products;Losses.and.energy.industry.own.use;TJ;0
1684;Energy Carrier Net LOSS Nuclear fuel;Losses.and.energy.industry.own.use;TJ;0
1685;Energy Carrier Net LOSS Oil/hazardous waste for treatment: incineration;Losses.and.energy.industry.own.use;TJ;0
1686;Energy Carrier Net LOSS Other Bituminous Coal;Losses.and.energy.industry.own.use;TJ;0
1687;Energy Carrier Net LOSS Other Hydrocarbons;Losses.and.energy.industry.own.use;TJ;0
1688;Energy Carrier Net LOSS Other Liquid Biofuels;Losses.and.energy.industry.own.use;TJ;0
1689;Energy Carrier Net LOSS Oxygen Steel Furnace Gas;Losses.and.energy.industry.own.use;TJ;0
1690;Energy Carrier Net LOSS Paper waste for treatment: incineration;Losses.and.energy.industry.own.use;TJ;0
1691;Energy Carrier Net LOSS Paraffin Waxes;Losses.and.energy.industry.own.use;TJ;0
1692;Energy Carrier Net LOSS Patent Fuel;Losses.and.energy.industry.own.use;TJ;0
1693;Energy Carrier Net LOSS Peat;Losses.and.energy.industry.own.use;TJ;0
1694;Energy Carrier Net LOSS Petroleum Coke;Losses.and.energy.industry.own.use;TJ;0
1695;Energy Carrier Net LOSS Plastic waste for treatment: incineration;Losses.and.energy.industry.own.use;TJ;0
1696;Energy Carrier Net LOSS Products of forestry, logging and related services (02);Losses.and.energy.industry.own.use;TJ;0
1697;Energy Carrier Net LOSS Pulp;Losses.and.energy.industry.own.use;TJ;0
1698;Energy Carrier Net LOSS Refinery Feedstocks;Losses.and.energy.industry.own.use;TJ;0
1699;Energy Carrier Net LOSS Refinery Gas;Losses.and.energy.industry.own.use;TJ;0
1700;Energy Carrier Net LOSS Secondary paper for treatment, Re-processing of secondary paper into new pulp;Losses.and.energy.industry.own.use;TJ;0
1701;Energy Carrier Net LOSS Steam and hot water supply services;Losses.and.energy.industry.own.use;TJ;0
1702;Energy Carrier Net LOSS Sub-Bituminous Coal;Losses.and.energy.industry.own.use;TJ;0
1703;Energy Carrier Net LOSS Sugar;Losses.and.energy.industry.own.use;TJ;0
1704;Energy Carrier Net LOSS Textiles waste for treatment: incineration;Losses.and.energy.industry.own.use;TJ;0
1705;Energy Carrier Net LOSS White Spirit & SBP;Losses.and.energy.industry.own.use;TJ;0
1706;Energy Carrier Net LOSS Wood material for treatment, Re-processing of secondary wood material into new wood material;Losses.and.energy.industry.own.use;TJ;0
1707;Energy Carrier Net LOSS Wood waste for treatment: incineration;Losses.and.energy.industry.own.use;TJ;0
